xmodel,c_nrc_gen_g_larmspawn_afr
xmodel,c_nrc_gen_g_llegspawn
xmodel,c_nrc_gen_g_rarmspawn
xmodel,c_nrc_gen_g_rarmspawn_afr
xmodel,c_zom_der_zombie_body1
xmodel,c_zom_der_zombie_body1_g_larmoff
xmodel,c_zom_der_zombie_body1_g_rarmoff
xmodel,c_zom_der_zombie_body1_g_upclean
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod0ba2fb72d
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod19959fb1b
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod244c7d25a
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod3d9e09bf1
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod4f4aa4925
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod59c70400e
xmodelmesh,c_zom_der_zombie_body1_g_upclean_lod68278a03c
xmodelmesh,c_zom_der_zombie_body1_lod0874a7bcc
xmodelmesh,c_zom_der_zombie_body1_lod1666d5813
xmodelmesh,c_zom_der_zombie_body1_lod25b6458ae
xmodelmesh,c_zom_der_zombie_body1_lod3d56e0fcb
xmodelmesh,c_zom_der_zombie_body1_lod487f0053f
xmodelmesh,c_zom_der_zombie_body1_lod51e17282b
xmodelmesh,c_zom_der_zombie_body1_lod65503eb7c
material,headiconyouinkillcam
material,mc/mtl_c_gen_gib_gore_arm_right_a
material,mc/mtl_c_gen_gib_gore_leg_calf
material,mc/mtl_c_gen_gib_gore_leg_calf_a
material,mc/mtl_c_zom_der_zombie_body1
material,mc/mtl_c_zom_der_zombie_body1_chest
material,mc/mtl_c_zom_der_zombie_gear_mp40pouch
techset,mc/lit_transition#e6142445
techset,mc/lit_transition_advanced#e6142445
image,i_c_gen_char_c
image,i_c_gen_char_g
image,i_c_gen_char_n
image,i_c_gen_gib_gore_leg_calf_g
image,i_c_gen_gib_gore_leg_calf_jpn_safe_c
image,i_c_gen_gib_gore_leg_calf_n
image,i_c_gen_reveal_1k_rec_vert_r
image,i_c_gen_reveal_256_sq_r
image,i_c_gen_reveal_2k_sq_r
image,i_c_zom_der_zombie_body1_ao
image,i_c_zom_der_zombie_body1_c
image,i_c_zom_der_zombie_body1_chest_ao
image,i_c_zom_der_zombie_body1_chest_c
image,i_c_zom_der_zombie_body1_chest_g
image,i_c_zom_der_zombie_body1_chest_n
image,i_c_zom_der_zombie_body1_g
image,i_c_zom_der_zombie_body1_n
image,i_c_zom_der_zombie_mp40pouch_ao
image,i_c_zom_der_zombie_mp40pouch_c
image,i_c_zom_der_zombie_mp40pouch_g
image,i_c_zom_der_zombie_mp40pouch_n
image,i_c_zom_der_zombie_mp40pouch_s
image,killcamindicator
sound,cp_common
localize,collectible
keyvaluepairs,cp_common
